text,label
"Re: [ILUG] Dell GX260 V Redhat 7.3 On Fri, Aug 02, 2002 at 09:28:57AM +0100, Hunt, Bryan mentioned: > I'm not knocking dell in general, my next machine is going to be a dell. > But buying a random dell box is likely to result in much tearing out of > hair. Buying any new machine is going to cause problems with a six month old set of drivers. Same happens in windows - you have to go get your drivers. Yes, dell use the most recent stuff they can, to save money. That's not a bad thing. Just a bad thing for those that hope a distro will work out of the box. Kate -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",ham
"Toners and inkjet cartridges for less.... QDHP <HR> <html> <div bgcolor=""#FFFFCC""> <p align=""center""><a href="" URL  border=""0"" src="" URL  width=""349"" height=""96""></a></p> <p align=""center""><font size=""6"" face=""Arial MT Black""><i>Tremendous Savings</i> on Toners,&nbsp;</font></p> <p align=""center""><font size=""6"" face=""Arial MT Black""> Inkjets, FAX, and Thermal Replenishables!!</font></p> <p><a href="" URL  2 Go </a>is your secret weapon to lowering your cost for <a href="" URL  Quality, Low-Cost</a> printer supplies!&nbsp; We have been in the printer replenishables business since 1992, and pride ourselves on rapid response and outstanding customer service.&nbsp; What we sell are 100% compatible replacements for Epson, Canon, Hewlett Packard, Xerox, Okidata, Brother, and Lexmark; products that meet and often exceed original manufacturer's specifications.</p> <p><i><font size=""4"">Check out these prices!</font></i></p> <p>&nbsp;&nbsp; &nbsp;&nbsp;&nbsp;&nbsp; Epson Stylus Color inkjet cartridge (SO20108):&nbsp;&nbsp;&nbsp;&nbsp; Epson's Price: $27.99&nbsp; <font face=""Arial MT Black"">&nbsp;&nbsp; Toners2Go price: $9.95!</font></p> <p>&nbsp;&nbsp; <font face=""Arial MT Black"">&nbsp;&nbsp;&nbsp; </font>HP LaserJet 4 Toner Cartridge (92298A):&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; HP's Price: $88.99&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; <font face=""Arial MT Black"">Toners2Go price: $41.75!</font></p> <p align=""center"">&nbsp;</p> <p>Come visit us on the web to check out our hundreds of similar bargains at <a href="" URL  2 Go</a>! </p> <hr> request to be removed by clicking <a href="" URL  </div> </html> ds  URL",spam
"Re: [ILUG] slashdot EW Dijkstra humor Bod wrote <snip> > /Enter the rant. > > One thing that really bugs me is when people say things like. > > ""On the machies we have these days you don't have to worry about > writing optimised code"" or ""don't worry about writing > things inline, just use a function"" That sounds a lot like ""sure programmers aren't needed anymore, don't all the new visual thingies mean anyone can do it""[1], or maybe ""640k should be enough for anyone""[2] > > ""Yeah and add a procedure prolog or eight"", I always counter, > to be told > ""On the machines we have these days....."" > > Boggle. > That's recursion for you. C# [1] This is often followed by ""I know what I'm talking about, I can program HTML but I never need to use it"" [2] Bilge denies he ever said this. -- Irish Linux Users' Group: ilug@linux.ie  URL  for (un)subscription information. List maintainer: listmaster@linux.ie",ham
Ehiogu fills the Ferdinand gap URL:  URL  Date: 2002-10-07T03:52:51+01:00 *Football:* Ugo Ehiogu will stand in for Rio Ferdinand following his sudden and unexpected withdrawal from the England squad.,ham
A rare and wonderful email really! Hi we are luke's secret following we love luke fictitious! We are also your long lost friend! Hi This email has nothing to do with lukefictitious.com We wil be putting up our very own fan site soon and wanted to let you know in advance! Have a beautifull day!,spam
"Re: Hanson's Sept 11 message in the National Review Bill Stoddard wrote: >>Chuck Murcko wrote: >> >> >> >>>Heh, ten years ago saying the exact same words was most definitely not >>>""parroting the party line"". >>> >>>It was even less so thirty years ago. My story remains the same, take >>>it or leave it. I've said the same words to white supremacists as to >>>suburban leftist punks as to homeys as to French Irish, etc. etc.: >>> >>>I don't have to agree with anything you say. I *am* obligated to >>>defend to the death your right to say it. I don't give a rat's ass >>>where you say it, even in France. I don't care where the political >>>pendulum has swung currently. >>> >>>Chuck >>> >>> >>I had to laugh at Rumsfield yesterday - when he was heckled by >>protestors, he said something like ""They couldn't do that in Iraq."" >>Meanwhile, from what I could tell, the protestors were being arrested. >> >>Owen >> >> > >Trying to shoutdown a speaker or being loud and rowdy while someone else is >trying to speak (in the vernacular, 'getting in their face') is rude and >disrespectful. And persistently getting in someones face is assault, a >criminal offense. If these people have something to say, they can say it >with signs or get their own venue. And here is something else to chew on... >these protesters are NOT interested in changing anyones mind about what >Rumsfield is saying. How likely are you to change someone's mind by being >rude and disrespectful to them? Is this how to win friends and influence >people? Either these folks are social misfits who have no understanding of >human interactions (else they would try more constructive means to get their >message across) or they are just out to get their rocks off regardless of >how it affects other people, and that is immoral at best and downright evil >at worst. > >Bill > > Polite and respectful protest is acceptable then. No dumping tea in the harbour or anything like that. I think the primary purpose of loud and rowdy protests is to get on television, and that the tactics can be justified as a reaction to a systematic removal of alternative viewpoints from that medium. On the other hand, it was a priceless TV moment. There was nothing resembling assault, and the protestors were not in anybody's face (at least in my understanding of the vernacular). And no, being rude and disrespectful is not the way to influence politicians, but the standard way of using lobbyists and writing checks is beyond many of us. Owen",ham
"Re: Your Opportunity at  URL  Hello, I found your opportunity posted at:  URL  If you want additional places to advertise your opportunity, plus get a free email follow-up system to process your replies, visit:  URL  or just reply to this message. Note: You will automatically be removed from this list if you DO NOT reply to this message. Replying will re-subscribe you to our marketing tips newsletter. info@newslist.net",spam
"Comrade Communism (was Re: Crony Capitalism (was RE: sed /s/United States/Roman Empire/g)) -----BEGIN PGP SIGNED MESSAGE----- Hash: SHA1 At 11:15 AM -0400 on 9/22/02, Geege Schuman wrote: > Most of them seem to have Ivy League educations, or are Ivy League > dropouts suggesting to me that they weren't exactly poor to start > with. Actually, if I remember correctly from discussion of the list's composition in Forbes about five or six years ago, the *best* way to get on the Forbes 400 is to have *no* college at all. Can you say ""Bootstraps"", boys and girls? I knew you could... [Given that an undergraduate liberal arts degree from a state school, like, say, mine, :-), is nothing but stuff they should have taught you in a government-run ""high"" school, you'll probably get more of *those* on the Forbes 400 as well as time goes on. If we ever get around to having a good old fashioned government-collapsing transfer-payment depression (an economic version of this summer's government-forest conflagration, caused by the same kind of innumeracy that not clear-cutting enough forests did out west this summer :-)) that should motivate more than a few erst-slackers out there, including me, :-), to learn to actually feed themselves.] The *next* category on the Forbes 400 list is someone with a ""terminal"" professional degree, like an MBA, PhD, MD, etc., from the best school possible. Why? Because, as of about 1950, the *best* way to get into Harvard, for instance, is to be *smart*, not rich. Don't take my word for it, ask their admissions office. Look at the admissions stats over the years for proof. Meritocracy, American Style, was *invented* at the Ivy League after World War II. Even Stanford got the hint, :-), and, of course, Chicago taught them all how, right? :-). Practically *nobody* who goes to a top-20 American institution of higher learning can actually afford to go there these days. Unless, of course, their parents, who couldn't afford to go there themselves, got terminal degrees in the last 40 years or so. And their kids *still* had to get the grades, and ""biased"" (by intelligence :-)), test scores, to get in. The bizarre irony is that almost all of those people with ""terminal"" degrees, until they actually *own* something and *hire* people, or learn to *make* something for a living all day on a profit and loss basis, persist in the practically insane belief, like life after death, that economics is some kind of zero sum game, that dumb people who don't work hard for it make all the money, and, if someone *is* smart, works hard, and is rich, then they stole their wealth somehow. BTW, none of you guys out there holding the short end of this rhetorical stick can blame *me* for the fact that I'm using it to beat you severely all over your collective head and shoulders. You were, apparently, too dumb to grab the right end. *I* went to Missouri, and *I* don't have a degree in anything actually useful, much less a ""terminal"" one, which means *I*'m broker than anyone on this list -- it's just that *you*, of all people, lots with educations far surpassing my own, should just plain know better. The facts speak for themselves, if you just open your eyes and *look*. There are no epicycles, the universe does not orbit the earth, and economics is not a zero-sum game. The cost of anything, including ignorance and destitution, is the forgone alternative, in this case, intelligence and effort. [I will, however, admit to being educated *waay* past my level of competence, and, by the way *you* discuss economics, so have you, apparently.] BTW, if we ever actually *had* free markets in this country, *including* the abolition of redistributive income and death taxes, all those smart people in the Forbes 400 would have *more* money, and there would be *more* self-made people on that list. In addition, most of the people who *inherited* money on the list would have *much* less of it, not even relatively speaking. Finally, practically all of that ""new"" money would have come from economic efficiency and not ""stolen"" from someone else, investment bubbles or not. That efficiency is called ""progress"", for those of you in The People's Republics of Berkeley or Cambridge. It means more and better stuff, cheaper, over time -- a terrible, petit-bourgeois concept apparently not worthy of teaching by the educational elite, or you'd know about it by now. In economic terms, it's also called an increase in general welfare, and, no, Virginia, I'm not talking about extorting money from someone who works, and giving it to someone who doesn't in order to keep them from working and they can think of some politician as Santa Claus come election time... In short, then, economics is not a zero sum game, property is not theft, the rich don't get rich off the backs of the poor, and redistributionist labor ""theory"" of value happy horseshit is just that: horseshit, happy or otherwise. To believe otherwise, is -- quite literally, given the time Marx wrote Capital and the Manifesto -- romantic nonsense. Cheers, RAH -----BEGIN PGP SIGNATURE----- Version: PGP 7.5 iQA/AwUBPY511cPxH8jf3ohaEQLAsgCfZhsQMSvUy6GqJ5wgL52DwZKpIhMAnRuR YYboc+IcylP5TlKL58jpwEfu =z877 -----END PGP SIGNATURE----- -- ----------------- R. A. Hettinga <mailto: rah@ibuc.com> The Internet Bearer Underwriting Corporation < URL  44 Farquhar Street, Boston, MA 02131 USA ""... however it may deserve respect for its usefulness and antiquity, [predicting the end of the world] has not been found agreeable to experience."" -- Edward Gibbon, 'Decline and Fall of the Roman Empire'",ham
"Re: USA USA WE ARE NUMBER ....six. On Thu, 25 Jul 2002, chris arkenberg wrote: > Perhaps people are starting to notice how profit motive drains the > meaning out of their lives. Kinda sucks to be an ant farming for the > corporate lords. Funny how most of the rest of the world is more and > more apprehensive towards American Democracy. Drains what? My wallet you mean? America _is_ greed, that's who and what we are. > I just went to DC for the first time. I was awestruck by the > monuments, the words of Thomas Jefferson, the Spirit of Democracy set > in stone. Amazing to think that in little more than 200 years our > government could be so far removed from those honorable principles. > Adam Smith presumed that the marketplace would regulate itself > through morality, good faith, and responsibility. Those old white dudes could never see a world that wasnt ALL deeply religeous (science wasnt up to speed yet). How could you not hold these principles as just how you should act? They got that religeon and government should not be the same thing, they didnt get that when society doesnt have any beliefs are all (capitalism is more atheist then communism ever was) it quickly goes to hell as some people have 100 billion and all the rest have too dolla a day. Having been raised in a generally ethical way, it was a big jump to learn to run a business. Lots of lessions in being ruthless, and a few about being sure to hire large Italians to do debt collection (it works!). > Corporate America seems to feel that those principles stand in the way > of making the real bucks. No shit, really? Seriously, if you're not all about screwing over the customer, there is no place for you in the ruling class, and you certainly cant play the American game. > Ah, socialized medicine. Siestas. 6 week vacation leave. I hear Spain is > nice this time of year... That's living, here we only work, buy, and work more to buy more, like rats on a wheel. I can't wait to be rich enough to move somewhere nice, if they will let me get out alive that is. - Adam L. ""Duncan"" Beberg  URL  beberg@mithral.com  URL",ham
"FREE Foreclosure Search Approved! <HTML> <head> <title>Untitled Document</title> <meta  URL  content=""text/html; charset=iso-8859-1""> </head> <body bgcolor=""#006394"" text=""#000000""> <table width=""100"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td><a href="" URL  src="" URL  width=""595"" height=""100"" border=""0""></a></td> </tr> <tr> <td align=""left"" valign=""top""> <table width=""100"" border=""0"" cellspacing=""0"" cellpadding=""0""> <tr> <td align=""left"" valign=""top""><a href="" URL  src="" URL  width=""321"" height=""587"" border=""0""></a></td> <td><a href="" URL  src="" URL  width=""321"" height=""587"" border=""0""></a></td> </tr> </table> </td> </tr> </table> <ul> <li></li> </ul> </body> </HTML> <BR><BR> <TABLE ALIGN=""center"" BORDER=""0"" WIDTH=""580"" CELLSPACING=""0"" CELLPADDING=""0""><TR><TD> To unsubscribe or change subscriber options click: <A HREF="" URL  here</A><BR><BR> </TD></TR></TABLE> --DeathToSpamDeathToSpamDeathToSpam-- ------------------------------------------------------- This sf.net email is sponsored by:ThinkGeek Welcome to geek heaven.  URL  _______________________________________________ Spamassassin-Sightings mailing list Spamassassin-Sightings@lists.sourceforge.net  URL",spam
